soc_code,Task ID,importance_norm,importance,Task
13-1051.00,92,0.595,3.38,"Visit site and record information about access, drainage and topography, and availability of services such as water and electricity."
13-1051.00,91,0.575,3.3,Conduct special studies to develop and establish standard hour and related cost data or to effect cost reduction.
13-1121.00,1209,0.8999999999999999,4.6,"Consult with customers to determine objectives and requirements for events, such as meetings, conferences, and conventions."
13-1121.00,1212,0.885,4.54,Review event bills for accuracy and approve payment.
13-1121.00,1214,0.8500000000000001,4.4,"Coordinate services for events, such as accommodation and transportation for participants, facilities, catering, signage, displays, special needs requirements, printing and event security."
13-1121.00,1215,0.8374999999999999,4.35,"Arrange the availability of audio-visual equipment, transportation, displays, and other event needs."
13-1121.00,1211,0.835,4.34,Confer with staff at a chosen event site to coordinate details.
13-1121.00,1216,0.8274999999999999,4.31,Inspect event facilities to ensure that they conform to customer requirements.
13-1121.00,1217,0.815,4.26,"Maintain records of event aspects, including financial details."
13-1121.00,1210,0.7849999999999999,4.14,"Monitor event activities to ensure compliance with applicable regulations and laws, satisfaction of participants, and resolution of any problems that arise."
13-1121.00,1219,0.77,4.08,"Negotiate contracts with such service providers and suppliers as hotels, convention centers, and speakers."
13-1121.00,1222,0.7649999999999999,4.06,Evaluate and select providers of services according to customer requirements.
13-1121.00,1213,0.7549999999999999,4.02,"Plan and develop programs, agendas, budgets, and services according to customer requirements."
13-1121.00,1226,0.7475,3.99,"Hire, train, and supervise volunteers and support staff required for events."
13-1121.00,1218,0.7475,3.99,Conduct post-event evaluations to determine how future events could be improved.
13-1121.00,1221,0.71,3.84,"Direct administrative details, such as financial operations, dissemination of promotional materials, and responses to inquiries."
13-1121.00,1224,0.7,3.8,Organize registration of event participants.
13-1121.00,1220,0.6875,3.75,"Meet with sponsors and organizing committees to plan scope and format of events, to establish and monitor budgets, or to review administrative procedures and event progress."
13-1121.00,1229,0.6775,3.71,Develop event topics and choose featured speakers.
13-1121.00,1228,0.635,3.54,"Promote conference, convention and trades show services by performing tasks such as meeting with professional and trade associations, and producing brochures and other publications."
13-1121.00,1223,0.5825,3.33,"Read trade publications, attend seminars, and consult with other meeting professionals to keep abreast of meeting management standards and trends."
13-1121.00,1225,0.515,3.06,Design and implement efforts to publicize events and promote sponsorships.
13-1121.00,1227,0.505,3.02,Obtain permits from fire and health departments to erect displays and exhibits and serve food at events.
13-1151.00,103,0.9025000000000001,4.61,"Assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives."
13-1151.00,97,0.875,4.5,Offer specific training programs to help workers maintain or improve job skills.
13-1151.00,94,0.8674999999999999,4.47,"Present information using a variety of instructional techniques or formats, such as role playing, simulations, team exercises, group discussions, videos, or lectures."
13-1151.00,98,0.8400000000000001,4.36,"Monitor, evaluate, or record training activities or program effectiveness."
13-1151.00,102,0.8125,4.25,Develop alternative training methods if expected improvements are not seen.
13-1151.00,101,0.7925,4.17,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts."
13-1151.00,93,0.715,3.86,"Keep up with developments in area of expertise by reading current journals, books, or magazine articles."
13-1151.00,108,0.705,3.82,"Negotiate contracts with clients including desired training outcomes, fees, or expenses."
13-1151.00,99,0.695,3.78,Attend meetings or seminars to obtain information for use in training programs or to inform management of training program status.
13-1151.00,105,0.65,3.6,Select and assign instructors to conduct training.
13-1151.00,95,0.6275,3.51,"Schedule classes based on availability of classrooms, equipment, or instructors."
13-1151.00,106,0.56,3.24,Devise programs to develop executive potential among employees in lower-level positions.
13-1151.00,100,0.48250000000000004,2.93,Coordinate recruitment and placement of training program participants.
13-1151.00,111,0.375,2.5,"Refer trainees to employer relations representatives, to locations offering job placement assistance, or to appropriate social services agencies if warranted."
13-2011.01,128,0.8674999999999999,4.47,Maintain or examine the records of government agencies.
13-2011.01,117,0.8125,4.25,"Develop, maintain, and analyze budgets, preparing periodic reports that compare budgeted costs to actual costs."
13-2011.01,112,0.81,4.24,"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards."
13-2011.01,116,0.7849999999999999,4.14,Establish tables of accounts and assign entries to proper accounts.
13-2011.01,113,0.7849999999999999,4.14,"Compute taxes owed and prepare tax returns, ensuring compliance with payment, reporting, or other tax requirements."
13-2011.01,124,0.7775000000000001,4.11,"Advise clients in areas such as compensation, employee health care benefits, the design of accounting or data processing systems, or long-range tax or estate plans."
13-2011.01,126,0.7649999999999999,4.06,Represent clients before taxing authorities and provide support during litigation involving financial issues.
13-2011.01,114,0.7575000000000001,4.03,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice."
13-2011.01,115,0.7575000000000001,4.03,Report to management regarding the finances of establishment.
13-2011.01,118,0.7475,3.99,"Develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology."
13-2011.01,123,0.74,3.96,Provide internal and external auditing services for businesses or individuals.
13-2011.01,122,0.705,3.82,"Advise management about issues such as resource utilization, tax strategies, and the assumptions underlying budget forecasts."
13-2011.01,119,0.665,3.66,Prepare forms and manuals for accounting and bookkeeping personnel and direct their work activities.
13-2011.01,127,0.6425,3.57,"Appraise, evaluate, and inventory real property and equipment, recording information such as the description, value, and location of property."
13-2011.01,120,0.6175,3.47,"Survey operations to ascertain accounting needs and to recommend, develop, or maintain solutions to business and financial problems."
13-2011.02,1232,0.895,4.58,Prepare detailed reports on audit findings.
13-2011.02,1231,0.8875,4.55,"Report to management about asset utilization and audit results, and recommend changes in operations and financial activities."
13-2011.02,1230,0.875,4.5,"Collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies."
13-2011.02,1236,0.875,4.5,"Supervise auditing of establishments, and determine scope of investigation required."
13-2011.02,1234,0.875,4.5,"Inspect account books and accounting systems for efficiency, effectiveness, and use of accepted accounting procedures to record transactions."
13-2011.02,1237,0.8625,4.45,"Prepare, analyze, and verify annual reports, financial statements, and other records, using accepted accounting and statistical procedures to assess financial condition and facilitate financial planning."
