jobtitle_norm,soc_candidates,match_type,match_score
civil engineer,['17-2051.00'],exact,100.0
class a driver,['53-3032.00'],fuzzy,100.0
clerical,['43-9061.00'],exact,100.0
clerk,"['11-9199.00', '23-2099.00', '39-3091.00', '41-2031.00', '43-4031.01', '43-4031.02', '43-4031.03', '43-4071.00', '43-4121.00', '43-4151.00', '43-4161.00', '43-5051.00', '43-5081.01', '43-9061.00']",exact,100.0
client manager,['41-3031.02'],exact,100.0
client on boarding,['43-4011.00'],fuzzy,100.0
client recruitment specialist,['43-4011.00'],fuzzy,100.0
client relations,['43-4011.00'],fuzzy,100.0
client service analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
client services,['43-4011.00'],fuzzy,100.0
client services representative,"['43-4051.00', '43-4061.00']",exact,100.0
client services specialist,['43-4011.00'],fuzzy,100.0
client services team,['43-4011.00'],fuzzy,100.0
clincal pharmacy manager and pic,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
clinic financial manager,['31-9092.00'],fuzzy,100.0
clinical,"['19-1042.00', '21-1093.00', '29-2099.07', '31-1013.00', '31-1014.00', '31-9092.00']",exact,100.0
clinical administrator patient counselor,"['11-3011.00', '11-3061.00', '11-9031.00', '13-1023.00', '43-3021.02']",fuzzy,100.0
clinical audiologist,['29-1181.00'],exact,100.0
clinical biostatistician,['15-2041.01'],exact,100.0
clinical instructor,"['21-1091.00', '25-1071.00', '25-1194.00', '29-9091.00']",exact,100.0
clinical manager psychology and neuropsychology dept,"['19-1042.00', '21-1093.00', '29-2099.07', '31-1013.00', '31-1014.00', '31-9092.00']",fuzzy,100.0
clinical nurse manager,"['19-1042.00', '21-1093.00', '29-2099.07', '31-1013.00', '31-1014.00', '31-9092.00']",fuzzy,100.0
clinical nurse specialist,"['29-1141.00', '29-1141.04']",exact,100.0
clinical pharmacy manager and pic,"['19-1042.00', '21-1093.00', '29-2099.07', '31-1013.00', '31-1014.00', '31-9092.00']",fuzzy,100.0
clinical psychology postdoctoral research fellow,"['19-1042.00', '21-1093.00', '29-2099.07', '31-1013.00', '31-1014.00', '31-9092.00']",fuzzy,100.0
clinical research,"['11-9121.01', '15-2041.02', '19-1042.00', '19-4061.00', '29-2011.00', '29-2012.00']",exact,100.0
clinical team post acute,"['19-1042.00', '21-1093.00', '29-2099.07', '31-1013.00', '31-1014.00', '31-9092.00']",fuzzy,100.0
clinical trainee,"['19-1042.00', '21-1093.00', '29-2099.07', '31-1013.00', '31-1014.00', '31-9092.00']",fuzzy,100.0
clinique business manager,"['11-1021.00', '11-3011.00', '11-3031.01', '13-1011.00', '43-1011.00', '43-4041.01', '43-4041.02']",fuzzy,100.0
close quarters battle instructor,"['13-1151.00', '25-1011.00', '25-1021.00', '25-1022.00', '25-1031.00', '25-1032.00', '25-1041.00', '25-1042.00', '25-1043.00', '25-1051.00', '25-1052.00', '25-1053.00', '25-1054.00', '25-1061.00', '25-1063.00', '25-1064.00', '25-1065.00', '25-1066.00', '25-1067.00', '25-1071.00', '25-1072.00', '25-1081.00', '25-1082.00', '25-1111.00', '25-1112.00', '25-1113.00', '25-1121.00', '25-1122.00', '25-1123.00', '25-1124.00', '25-1125.00', '25-1126.00', '25-1191.00', '25-1192.00', '25-1193.00', '25-1194.00', '25-1199.00', '25-2012.00', '25-2032.00', '25-3011.00', '25-3021.00']",fuzzy,100.0
cloud support engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
cloudops engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
cna,"['15-1142.00', '15-1152.00', '29-2099.07', '31-1011.00', '31-1013.00', '31-1014.00', '39-9021.00']",exact,100.0
cnc machine operator,"['51-4011.00', '51-4012.00', '51-9111.00']",exact,100.0
cnc programer for tool cutter grinder,['51-4033.00'],fuzzy,100.0
cno planner,"['13-1121.00', '17-1011.00', '17-1012.00', '19-3051.00', '19-3099.01', '19-4061.01', '43-5061.00']",fuzzy,100.0
co chair department of sport recreation and wellness,"['29-1199.05', '29-2091.00', '33-3012.00']",fuzzy,100.0
co founder,"['29-1199.05', '29-2091.00', '33-3012.00']",fuzzy,100.0
co founder and ceo,['11-1011.00'],fuzzy,100.0
co founder director cinematographer,"['27-4031.00', '39-3021.00']",fuzzy,100.0
co founder director of talent,"['29-1199.05', '29-2091.00', '33-3012.00']",fuzzy,100.0
co program chair medical information transcription program,"['29-1199.05', '29-2091.00', '33-3012.00']",fuzzy,100.0
coding instructor,"['13-1151.00', '25-1011.00', '25-1021.00', '25-1022.00', '25-1031.00', '25-1032.00', '25-1041.00', '25-1042.00', '25-1043.00', '25-1051.00', '25-1052.00', '25-1053.00', '25-1054.00', '25-1061.00', '25-1063.00', '25-1064.00', '25-1065.00', '25-1066.00', '25-1067.00', '25-1071.00', '25-1072.00', '25-1081.00', '25-1082.00', '25-1111.00', '25-1112.00', '25-1113.00', '25-1121.00', '25-1122.00', '25-1123.00', '25-1124.00', '25-1125.00', '25-1126.00', '25-1191.00', '25-1192.00', '25-1193.00', '25-1194.00', '25-1199.00', '25-2012.00', '25-2032.00', '25-3011.00', '25-3021.00']",fuzzy,100.0
cogen consultant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
collateral administration manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
college,['11-9033.00'],fuzzy,100.0
college brand ambassador,['41-9011.00'],fuzzy,100.0
college development officer,"['11-3011.00', '11-3131.00', '11-9121.00', '11-9121.01', '11-9199.10', '13-1131.00', '13-1151.00', '19-2031.00', '19-2041.03', '51-8091.00']",fuzzy,100.0
college prep tutor,['25-3099.02'],fuzzy,100.0
commercial account manager,"['11-2011.00', '11-2031.00', '11-3031.02', '11-3111.00', '13-1011.00', '13-2052.00', '41-3011.00', '41-3021.00', '41-3099.01', '41-4011.00', '41-4012.00', '41-9031.00', '43-4051.00', '43-5011.01']",fuzzy,100.0
commercial analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
commercial planning and marketing coordinator,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
commercial real estate analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
commercial relationship manager,['41-4012.00'],fuzzy,100.0
commercial solutions for classified engineer,"['17-2072.00', '17-2199.00']",fuzzy,100.0
commercial vehicle original equipment sales director north america,"['11-2021.00', '11-2022.00', '27-2012.02']",fuzzy,100.0
commercialization engineer commercialization engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
commissioning engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
common area grocery support,['43-5081.01'],fuzzy,100.0
communication and data,['31-9099.01'],fuzzy,100.0
communications asisstant captioncall,['27-3031.00'],fuzzy,100.0
communications manager,"['11-2011.00', '11-2031.00', '11-9199.00', '27-3031.00']",exact,100.0
communications officer,"['43-5031.00', '53-2021.00']",exact,100.0
community account executive,"['11-2011.00', '11-2031.00', '13-2052.00', '27-3031.00', '27-3043.04', '41-3011.00', '41-3021.00', '41-3031.01', '41-3031.02', '41-3099.01', '41-4011.00', '41-4011.07', '41-4012.00', '41-9031.00']",fuzzy,100.0
community executive,['43-6011.00'],fuzzy,100.0
community manager,"['11-2031.00', '11-9141.00']",exact,100.0
community officer,"['21-1019.00', '21-1029.00', '21-1099.00']",fuzzy,100.0
company driver,['53-3032.00'],exact,100.0
compensation and benefits specialist,['13-1141.00'],fuzzy,100.0
complex sales delivery director banking industry,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0
compliance specialist,['13-2061.00'],exact,100.0
comptable general,['11-9021.00'],fuzzy,100.0
computer lab,['15-1151.00'],exact,100.0
computer scientist,['15-1111.00'],exact,100.0
computer support specialist,['15-1151.00'],exact,100.0
computer technician,"['15-1151.00', '43-9011.00', '49-2011.00']",exact,100.0
concept development manager marketing,"['11-3011.00', '11-3131.00', '11-9121.00', '11-9121.01', '11-9199.10', '13-1131.00', '13-1151.00', '19-2031.00', '19-2041.03', '51-8091.00']",fuzzy,100.0
concept development manager new business,['13-1199.00'],fuzzy,100.0
concierge,['39-6012.00'],exact,100.0
concurrent review nurse,"['29-1141.00', '29-1141.01', '29-1141.02', '29-1141.03', '31-1014.00']",fuzzy,100.0
conductor,"['27-2041.01', '53-4013.00', '53-4021.00', '53-4031.00', '53-6061.00']",exact,100.0
conference coordinator,['13-1121.00'],fuzzy,100.0
configuration coordinator,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
construction manager,"['11-9013.01', '11-9021.00']",exact,100.0
construction worker,"['47-2031.01', '47-2043.00', '47-2061.00', '47-2081.00', '47-2151.00']",exact,100.0
consulant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,94.73684210526315
consultant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",exact,100.0
consultant asbestdeskundige,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
consultant at accenture consulting product public services,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
consultant crm,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
consultant partner,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
consultant relations director,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
consulting project manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
contable,"['33-3051.00', '33-3051.01']",fuzzy,94.11764705882354
content coordinator,['43-9081.00'],exact,100.0
contracting administrator,"['11-3011.00', '11-3061.00', '11-9031.00', '13-1023.00', '43-3021.02']",fuzzy,100.0
contracts manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
contracts negotiator,['23-1022.00'],exact,100.0
contracts specialist,"['11-2022.00', '11-3061.00', '11-9141.00', '13-1011.00', '13-1021.00', '13-1022.00', '13-1141.00', '23-1022.00', '23-2011.00', '41-3011.00', '41-3099.00', '41-4011.00', '41-4012.00', '41-9022.00']",exact,100.0
controller,"['11-3031.01', '43-4041.01', '53-2021.00']",exact,100.0
controller corporativo,"['11-3031.01', '43-4041.01', '53-2021.00']",fuzzy,100.0
controller real estate accounting,"['13-2081.00', '43-3021.02', '43-3031.00', '43-3051.00']",fuzzy,100.0
controller trading division,"['11-3031.01', '43-4041.01', '53-2021.00']",fuzzy,100.0
controls management specialist,"['17-3023.03', '49-9012.00']",fuzzy,100.0
cook,"['35-1011.00', '35-2011.00', '35-2012.00', '35-2013.00', '35-2014.00', '35-2015.00', '35-2019.00', '51-1011.00', '51-3011.00', '51-3093.00']",exact,100.0
coordinator,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",exact,100.0
coordinator of public education and outreach,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
coordinator on panggung komunitas of inijakarta,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
coordinator talent acquisition bilingual,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
copy editor,"['27-3041.00', '43-9081.00']",exact,100.0
copywriter,"['27-3043.00', '27-3043.04']",exact,100.0
corporal,['33-3051.03'],fuzzy,100.0
corporate account manager henry schein medical,"['11-2011.00', '11-2031.00', '11-3031.02', '11-3111.00', '13-1011.00', '13-2052.00', '41-3011.00', '41-3021.00', '41-3099.01', '41-4011.00', '41-4012.00', '41-9031.00', '43-4051.00', '43-5011.01']",fuzzy,100.0
corporate affairs director,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0
corporate communications,['27-3031.00'],fuzzy,100.0
corporate communications specialist,['27-3031.00'],exact,100.0
corporate finance controller,"['11-3031.01', '43-4041.01', '53-2021.00']",fuzzy,100.0
corporate office it,"['15-1152.00', '15-1151.00']",fuzzy,100.0
corporate relations and placement coordinator,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
corporate research and marketing tamid consultant,"['13-1111.00', '13-1199.00', '13-1199.02', '15-1143.01', '15-1199.00', '15-2021.00', '19-3032.00', '41-2031.00']",fuzzy,100.0
corporate safety director,"['11-9199.11', '15-1199.12', '19-2041.02', '19-3091.02', '27-2012.01', '27-2012.02', '27-2012.03', '27-4014.00', '27-4032.00', '41-1012.00']",fuzzy,100.0
correspondent,"['27-3022.00', '43-4021.00']",exact,100.0
costumer service advisor,"['13-2052.00', '19-2041.01', '21-1012.00']",fuzzy,100.0
coumadin nurse,"['29-1141.00', '29-1141.01', '29-1141.02', '29-1141.03', '31-1014.00']",fuzzy,100.0
country manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
courier,['43-5021.00'],exact,100.0
cp specialist,['29-2091.00'],fuzzy,100.0
creative,['27-1011.00'],fuzzy,100.0
creative director,"['27-1011.00', '27-1024.00', '27-2012.02', '27-2041.04', '27-3043.04', '43-9031.00']",exact,100.0
creative engineer,"['11-9041.00', '17-2021.00', '17-2031.00', '17-2041.00', '17-2051.00', '17-2051.01', '17-2061.00', '17-2071.00', '17-2072.00', '17-2111.02', '17-2112.00', '17-2112.01', '17-2141.00', '17-2141.01', '17-2141.02', '17-2151.00', '17-2161.00', '17-2171.00', '17-2199.00', '17-2199.05', '17-2199.06', '17-2199.10', '17-2199.11', '17-3012.02', '17-3022.00', '17-3023.03', '27-4012.00', '49-9071.00', '53-4012.00', '53-4013.00', '53-4021.00', '53-5031.00']",fuzzy,100.0
credit agricole cacf dc consolidation program stabilization program director,"['43-4041.01', '43-4041.02']",fuzzy,100.0
credit agricole cagip it production entities subsidiaries fusion program it advisor,"['13-2052.00', '19-2041.01', '21-1012.00']",fuzzy,100.0
credit agricole capb it master plan definition project director,"['43-4041.01', '43-4041.02']",fuzzy,100.0
credit agricole caps clear2pay project architect project director,"['15-1199.02', '17-1011.00']",fuzzy,100.0
credit analyst,"['13-2041.00', '43-3021.00', '43-4041.01', '43-4041.02']",exact,100.0
credit card potential segment manager,"['43-4041.01', '43-4041.02']",fuzzy,100.0
credit coordinator,"['13-2041.00', '43-3011.00', '43-4041.01', '43-4041.02']",exact,100.0
credit representative,"['13-2041.00', '13-2071.00', '43-4041.01', '43-4041.02']",exact,100.0
credit risk manager,"['43-4041.01', '43-4041.02']",fuzzy,100.0
credit risk review analyst,"['13-1023.00', '13-1051.00', '13-2031.00', '13-2041.00', '13-2051.00', '13-2052.00']",fuzzy,100.0
credit risk review authorized officer,"['43-4041.01', '43-4041.02']",fuzzy,100.0
crew,"['35-1012.00', '47-1011.00', '47-1011.03', '49-1011.00', '51-1011.00', '55-3011.00']",exact,100.0
crew member,"['45-3011.00', '53-5011.00']",exact,100.0
crisis services program manager,"['11-1021.00', '11-3031.02', '11-3061.00', '11-3071.03', '11-9141.00', '11-9199.11', '41-1012.00']",fuzzy,100.0
critical care nurse practitioner,['29-1141.03'],exact,100.0
csa,"['29-2099.07', '43-3071.00']",exact,100.0
csfc architect,"['15-1199.02', '17-1011.00']",fuzzy,100.0
csr,"['23-2091.00', '41-9041.00']",exact,100.0
ct rad tech midwest region,['29-2099.06'],fuzzy,100.0
ct technologist,['29-2034.00'],exact,100.0
cto and software engineer,"['11-3021.00', '11-9041.01', '15-1121.00']",fuzzy,100.0
customer advocate,['43-4051.00'],exact,100.0
customer experience manager,"['41-2011.00', '41-2031.00']",fuzzy,100.0
customer operations,"['41-2011.00', '41-2031.00']",fuzzy,100.0
customer service,"['41-2011.00', '41-2031.00', '43-2021.00', '43-3071.00', '43-4051.00']",exact,100.0
customer service advisor,"['13-2052.00', '19-2041.01', '21-1012.00']",fuzzy,100.0
customer service attendant,"['31-1015.00', '37-2011.00', '39-3091.00', '39-4021.00', '39-9011.00', '43-9199.00', '53-6021.00', '53-6031.00', '53-6061.00']",fuzzy,100.0
customer service correspondent,"['27-3022.00', '43-4021.00']",fuzzy,100.0
customer service manager,"['11-2031.00', '41-1012.00', '43-1011.00']",exact,100.0
customer service relation,"['41-2011.00', '41-2031.00']",fuzzy,100.0
customer service representative,"['13-2081.00', '41-9041.00', '43-2021.00', '43-4041.02', '43-4051.00', '43-4141.00', '49-9031.00']",exact,100.0
customer service representative leave of absence coordinator disability representative,"['11-3061.00', '21-1012.00', '43-1011.00', '51-1011.00']",fuzzy,100.0
customer service specialis,"['41-2011.00', '41-2031.00']",fuzzy,100.0
customer service specialist,"['43-4051.00', '43-4111.00', '43-4141.00']",exact,100.0
customer service supervisor,['43-1011.00'],exact,100.0
